[2024-12-19T06:52:07.312+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-19T06:52:07.339+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: instacart_etl.etl_dim_order_products manual__2024-12-19T06:43:25.324539+00:00 [queued]>
[2024-12-19T06:52:07.354+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: instacart_etl.etl_dim_order_products manual__2024-12-19T06:43:25.324539+00:00 [queued]>
[2024-12-19T06:52:07.355+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-12-19T06:59:30.003+0000] {logging_mixin.py:190} INFO - Batch 513: 1000 rows inserted
[2024-12-19T06:59:30.061+0000] {logging_mixin.py:190} INFO - Batch 514: 1000 rows inserted
[2024-12-19T06:59:30.121+0000] {logging_mixin.py:190} INFO - Batch 515: 1000 rows inserted
[2024-12-19T06:59:30.169+0000] {logging_mixin.py:190} INFO - Batch 516: 1000 rows inserted
[2024-12-19T06:59:30.217+0000] {logging_mixin.py:190} INFO - Batch 517: 1000 rows inserted
[2024-12-19T06:59:30.263+0000] {logging_mixin.py:190} INFO - Batch 518: 1000 rows inserted
[2024-12-19T06:59:30.322+0000] {logging_mixin.py:190} INFO - Batch 519: 1000 rows inserted
[2024-12-19T06:59:30.375+0000] {logging_mixin.py:190} INFO - Batch 520: 1000 rows inserted
[2024-12-19T06:59:30.428+0000] {logging_mixin.py:190} INFO - Batch 521: 1000 rows inserted
[2024-12-19T06:59:30.480+0000] {logging_mixin.py:190} INFO - Batch 522: 1000 rows inserted
[2024-12-19T06:59:30.529+0000] {logging_mixin.py:190} INFO - Batch 523: 1000 rows inserted
[2024-12-19T06:59:30.586+0000] {logging_mixin.py:190} INFO - Batch 524: 1000 rows inserted
[2024-12-19T06:59:30.610+0000] {logging_mixin.py:190} INFO - Batch 525: 286 rows inserted
[2024-12-19T06:59:30.637+0000] {logging_mixin.py:190} INFO - ETL Process for Orders Completed.
[2024-12-19T06:59:30.797+0000] {python.py:240} INFO - Done. Returned value was: None
[2024-12-19T06:59:30.813+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-12-19T06:59:30.814+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=instacart_etl, task_id=etl_dim_order_products, run_id=manual__2024-12-19T06:43:25.324539+00:00, execution_date=20241219T064325, start_date=20241219T065207, end_date=20241219T065930
[2024-12-19T06:59:30.880+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2024-12-19T06:59:30.902+0000] {taskinstance.py:3895} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2024-12-19T06:59:30.907+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
