[2024-12-19T06:44:17.450+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-19T06:44:17.476+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: instacart_etl.etl_dim_orders manual__2024-12-19T06:43:25.324539+00:00 [queued]>
[2024-12-19T06:44:17.491+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: instacart_etl.etl_dim_orders manual__2024-12-19T06:43:25.324539+00:00 [queued]>
[2024-12-19T06:44:17.493+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-12-19T06:52:02.205+0000] {logging_mixin.py:190} INFO - Batch 514: 1000 rows inserted
[2024-12-19T06:52:02.262+0000] {logging_mixin.py:190} INFO - Batch 515: 1000 rows inserted
[2024-12-19T06:52:02.325+0000] {logging_mixin.py:190} INFO - Batch 516: 1000 rows inserted
[2024-12-19T06:52:02.431+0000] {logging_mixin.py:190} INFO - Batch 517: 1000 rows inserted
[2024-12-19T06:52:02.502+0000] {logging_mixin.py:190} INFO - Batch 518: 1000 rows inserted
[2024-12-19T06:52:02.561+0000] {logging_mixin.py:190} INFO - Batch 519: 1000 rows inserted
[2024-12-19T06:52:02.622+0000] {logging_mixin.py:190} INFO - Batch 520: 1000 rows inserted
[2024-12-19T06:52:02.710+0000] {logging_mixin.py:190} INFO - Batch 521: 1000 rows inserted
[2024-12-19T06:52:02.764+0000] {logging_mixin.py:190} INFO - Batch 522: 1000 rows inserted
[2024-12-19T06:52:02.822+0000] {logging_mixin.py:190} INFO - Batch 523: 1000 rows inserted
[2024-12-19T06:52:02.875+0000] {logging_mixin.py:190} INFO - Batch 524: 1000 rows inserted
[2024-12-19T06:52:02.895+0000] {logging_mixin.py:190} INFO - Batch 525: 287 rows inserted
[2024-12-19T06:52:02.924+0000] {logging_mixin.py:190} INFO - ETL Process for Orders Completed.
[2024-12-19T06:52:03.208+0000] {python.py:240} INFO - Done. Returned value was: None
[2024-12-19T06:52:03.336+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-12-19T06:52:03.339+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=instacart_etl, task_id=etl_dim_orders, run_id=manual__2024-12-19T06:43:25.324539+00:00, execution_date=20241219T064325, start_date=20241219T064417, end_date=20241219T065203
[2024-12-19T06:52:03.468+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2024-12-19T06:52:03.588+0000] {taskinstance.py:3895} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-12-19T06:52:03.592+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
